类名,函数名,覆盖分支数,总分支数,覆盖率
CStockActionRedoFlow,UpdateEntrustRedo,2,4,50.0%
CStockActionRedoFlow,InsertOrderPushRedo,1,2,50.0%
CStockActionRedoFlow,UpdateAssetday,1,2,50.0%
CStockActionRedoFlow,UpdateHoldRealRedo,2,4,50.0%
CStockActionRedoFlow,UpdateInstanceHoldRedo,0,4,0.0%
CStockActionRedoFlow,CopyCashEnableFactorField,0,0,--
CStockActionRedoFlow,CopyHoldFactorField,2,2,100.0%
CStockActionRedoFlow,CopyInstanceHoldFactorField,0,2,0.0%
CStockReturnRedoFlow,Run,0,6,0.0%
CStockReturnRedoFlow,Init,0,0,--
CStockReturnRedoFlow,GetBasicData,0,8,0.0%
CStockReturnRedoFlow,CopyRedoData,0,8,0.0%
CStockReturnRedoFlow,UpdateActionEntrustRedo,0,8,0.0%
CStockReturnRedoFlow,UpdateEntrustRedo,0,18,0.0%
CStockReturnRedoFlow,InsertOrderPushRedo,0,2,0.0%
CStockReturnRedoFlow,UpdateAssetdayRedo,0,2,0.0%
CStockReturnRedoFlow,UpdateHoldRealRedo,0,4,0.0%
CStockReturnRedoFlow,UpdateRealDealRedo,0,2,0.0%
CStockReturnRedoFlow,UpdateInstanceHoldRedo,0,4,0.0%
CStockReturnRedoFlow,CopyCashEnableFactorField,0,0,--
CStockReturnRedoFlow,CopyHoldFactorField,0,2,0.0%
CStockReturnRedoFlow,CopyInstanceHoldFactorField,0,2,0.0%
#,RedoStockHoldModRealEntry,0,4,0.0%
#,RedoStockModHoldReal,0,2,0.0%
#,RedoStockTransFundReal,0,6,0.0%
#,RedoStockModFundReal,0,2,0.0%
#,RedoInstanceHoldModRealEntry,0,4,0.0%
#,RedoInstanceHoldModReal,0,0,--
#,RedoTransStockHold,0,28,0.0%
CEtfReturnRedoFlow,Run,0,8,0.0%
CEtfReturnRedoFlow,Init,0,0,--
CEtfReturnRedoFlow,GetBasicData,0,8,0.0%
CEtfReturnRedoFlow,CopyRedoData,0,34,0.0%
CEtfReturnRedoFlow,UpdateActionEntrustRedo,0,2,0.0%
CEtfReturnRedoFlow,UpdateEntrustRedo,0,16,0.0%
CEtfReturnRedoFlow,InsertOrderPushRedo,0,2,0.0%
CEtfReturnRedoFlow,UpdateAssetdayRedo,0,2,0.0%
CEtfReturnRedoFlow,UpdateHoldRealRedo,0,4,0.0%
CEtfReturnRedoFlow,UpdateRealDealRedo,0,10,0.0%
CEtfReturnRedoFlow,UpdateInstanceHoldRedo,0,0,--
CEtfReturnRedoFlow,UpdateHoldFactorRedo,0,0,--
CEtfReturnRedoFlow,UpdateCashEnableFactorRedo,0,0,--
CEtfManualSettleRedoFlow,Run,0,2,0.0%
CEtfManualSettleRedoFlow,Init,0,0,--
CEtfManualSettleRedoFlow,GetBasicData,0,10,0.0%
CEtfManualSettleRedoFlow,CopyRedoData,0,0,--
CEtfManualSettleRedoFlow,UpdateAssetday,0,2,0.0%
CEtfManualSettleRedoFlow,UpdateDealRedo,0,0,--
CEtfManualSettleRedoFlow,UpdateHoldRealRedo,0,2,0.0%
CEtfManualSettleRedoFlow,UpdateStockHoldFactorRedo,0,0,--
CStockDisPoseRedoFlow,Run,0,6,0.0%
CStockDisPoseRedoFlow,Init,0,0,--
CStockDisPoseRedoFlow,GetBasicData,0,0,--
CStockDisPoseRedoFlow,CopyRedoData,0,4,0.0%
CStockDisPoseRedoFlow,UpdateHoldRealRedo,0,2,0.0%
CStockDisPoseRedoFlow,UpdateInstanceHoldRedo,0,6,0.0%
CStockDisPoseRedoFlow,CopyHoldFactorField,0,2,0.0%
CStockDisPoseRedoFlow,CopyInstanceHoldFactorField,0,2,0.0%
CETFActionRedoFlow,Run,0,2,0.0%
CETFActionRedoFlow,Init,0,0,--
CETFActionRedoFlow,GetBasicData,0,8,0.0%
CETFActionRedoFlow,CopyRedoData,0,2,0.0%
CETFActionRedoFlow,InsertActionEntrustRedo,0,0,--
CETFActionRedoFlow,UpdateEntrustRedo,0,2,0.0%
CETFActionRedoFlow,InsertOrderPushRedo,0,2,0.0%
CETFActionRedoFlow,UpdateAssetday,0,2,0.0%
CETFActionRedoFlow,UpdateHoldRealRedo,0,0,--
CETFActionRedoFlow,UpdateInstanceHoldRedo,0,0,--
CETFActionRedoFlow,CopyCashEnableFactorField,0,0,--
CETFActionRedoFlow,CopyHoldFactorField,0,0,--
CETFActionRedoFlow,CopyInstanceHoldFactorField,0,0,--
CFactorProcessor,CFactorProcessor,0,0,--
CFactorProcessor,~CFactorProcessor,0,0,--
CFactorProcessor,ParamRelativeCheck_Entrance,2,4,50.0%
CFactorProcessor,PreCalc_Entrance,0,4,0.0%
CFactorProcessor,PreCalc,0,0,--
CFactorProcessor,Process,6,20,30.0%
CFactorProcessor,PerfStatistic,0,4,0.0%
CFactorProcessor,ControlTypeCheck,12,34,35.29%
CFactorProcessor,StockTypeCheck,2,4,50.0%
CFactorProcessor,StockPoolCheck,0,6,0.0%
CFactorProcessor,StockPoolTypeCheck,0,2,0.0%
CFactorProcessor,MarketTypeCheckMultiChoose,0,8,0.0%
CFactorProcessor,CalDirection,0,6,0.0%
CFactorProcessor,DirectionRelativeCheck,8,16,50.0%
CFactorProcessor,ExcludeStockCheck,1,4,25.0%
CFactorProcessor,MarketTypeCheck,4,10,40.0%
CFactorProcessor,StockDimensionCheck,6,10,60.0%
CFactorsProcMgr,CFactorsProcMgr,0,0,--
CFactorsProcMgr,~CFactorsProcMgr,0,0,--
CFactorsProcMgr,FactorParamRelativeCheck,0,0,--
CFactorsProcMgr,FactorPreCalc,0,0,--
CFactorsProcMgr,CalcFactor,0,0,--
CRuleProcessor_H,CRuleProcessor_H,0,0,--
CRuleProcessor_H,BusinessRelativeCheck,1,2,50.0%
CFactorProcessor_6,CFactorProcessor_6,0,0,--
CFactorProcessor_6,CalcFactorValue,8,112,7.14%
CFactorProcessor_6,ParamRelativeCheck,15,26,57.69%
CFactorProcessor_6,PreCalc,0,0,--
CFactorProcessor_6,IsLimitPrice,2,12,16.67%
CFactorProcessor_6,ScientificBoardCheck,3,8,37.5%
CFactorProcessor_6,PriceTypeCheck,7,18,38.89%
CStockDealRtnFlow,CStockDealRtnFlow,0,0,--
CStockDealRtnFlow,~CStockDealRtnFlow,0,0,--
CStockDealRtnFlow,DoProcess,0,8,0.0%
CStockDealRtnFlow,Init,0,0,--
CStockDealRtnFlow,CheckSystemStatus,0,0,--
CStockDealRtnFlow,GetEntrust,0,8,0.0%
CStockDealRtnFlow,SupEntrust,0,0,--
CStockDealRtnFlow,CheckReturnValid,0,2,0.0%
CStockDealRtnFlow,ToUnionRisk,0,2,0.0%
CStockDealRtnFlow,DistinguishBusin,0,4,0.0%
CStockDealRtnFlow,DispatchBusin,0,0,--
CStockDealRtnFlow,GetBasicData,0,4,0.0%
CStockDealRtnFlow,CalcBusinData,0,0,--
CStockDealRtnFlow,UpdateBusinData,0,2,0.0%
CStockDealRtnFlow,UpdateRiskData,0,2,0.0%
CStockDealRtnFlow,PushMsg,0,0,--
CStockDealRtnFlow,WriteRedo,0,16,0.0%
CStockDealRtnFlow.,operator(),0,10,0.0%
CStockDealRtnFlow.,operator(),0,0,--
CStockDealRtnFlow.,operator(),0,0,--
CStockDealRtnFlow,ResponseMsg,0,0,--
CStockDealRtnFlow,WriteAsynRedo,0,0,--
CStockDealRtnFlow,TradeBuyCalcBusin,0,10,0.0%
CStockDealRtnFlow,TradeSaleCalcBusin,0,0,--
CStockDealRtnFlow,UpdateAssetday,0,0,--
CStockDealRtnFlow,UpdateHoldReal,0,2,0.0%
CStockDealRtnFlow,UpdateInstanceHold,0,2,0.0%
CStockDealRtnFlow,UpdateEntrust,0,2,0.0%
CStockDealRtnFlow,InsertRealDeal,0,2,0.0%
CStockDealRtnFlow,TradePushMsg,0,0,--
CStockDealRtnFlow,NewTradePushRecord,0,0,--
CStockDealRtnFlow,PushTradeOrder,0,0,--
CStockDealRtnFlow,BuyUpdateRisk,0,0,--
CStockDealRtnFlow,SaleUpdateRisk,0,0,--
CStockDealRtnFlow,WriteToDBRedo,0,8,0.0%
CStockDealRtnFlow.,operator(),0,6,0.0%
CStockConfirmRtnFlow,CStockConfirmRtnFlow,0,0,--
CStockConfirmRtnFlow,~CStockConfirmRtnFlow,0,0,--
CStockConfirmRtnFlow,DoProcess,0,6,0.0%
CStockConfirmRtnFlow,Init,0,0,--
CStockConfirmRtnFlow,CheckSystemStatus,0,0,--
CStockConfirmRtnFlow,GetEntrust,0,8,0.0%
CStockConfirmRtnFlow,SupEntrust,0,0,--
CStockConfirmRtnFlow,CheckReturnValid,0,0,--
CStockConfirmRtnFlow,ToUnionRisk,0,0,--
CStockConfirmRtnFlow,DistinguishBusin,0,0,--
CStockConfirmRtnFlow,DispatchBusin,0,0,--
CStockConfirmRtnFlow,GetBasicData,0,2,0.0%
CStockConfirmRtnFlow,CalcBusinData,0,0,--
CStockConfirmRtnFlow,UpdateBusinData,0,0,--
CStockConfirmRtnFlow,UpdateRiskData,0,0,--
CStockConfirmRtnFlow,PushMsg,0,0,--
CStockConfirmRtnFlow,WriteRedo,0,6,0.0%
CStockConfirmRtnFlow.,operator(),0,4,0.0%
CStockConfirmRtnFlow,ResponseMsg,0,0,--
CStockConfirmRtnFlow,WriteAsynRedo,0,0,--
CStockConfirmRtnFlow,UpdateEntrust,0,0,--
CStockConfirmRtnFlow,InsertRealDeal,0,2,0.0%
CStockConfirmRtnFlow,NewPushRecord,0,0,--
CStockConfirmRtnFlow,PushOrder,0,0,--
CStockConfirmRtnFlow,WriteToDBRedo,0,2,0.0%
CStockConfirmRtnFlow.,operator(),0,0,--
CStockRevokeRtnFlow,CStockRevokeRtnFlow,0,0,--
CStockRevokeRtnFlow,~CStockRevokeRtnFlow,0,0,--
CStockRevokeRtnFlow,DoProcess,0,8,0.0%
CStockRevokeRtnFlow,Init,0,4,0.0%
CStockRevokeRtnFlow,CheckSystemStatus,0,0,--
CStockRevokeRtnFlow,GetEntrust,0,8,0.0%
CStockRevokeRtnFlow,SupEntrust,0,0,--
CStockRevokeRtnFlow,CheckReturnValid,0,2,0.0%
CStockRevokeRtnFlow,ToUnionRisk,0,0,--
CStockRevokeRtnFlow,DistinguishBusin,0,4,0.0%
CStockRevokeRtnFlow,GetBasicData,0,8,0.0%
CStockRevokeRtnFlow,CalcBusinData,0,0,--
CStockRevokeRtnFlow,UpdateBusinData,0,2,0.0%
CStockRevokeRtnFlow,UpdateRiskData,0,2,0.0%
CStockRevokeRtnFlow,PushMsg,0,0,--
CStockRevokeRtnFlow,WriteRedo,0,16,0.0%
CStockRevokeRtnFlow.,operator(),0,10,0.0%
CStockRevokeRtnFlow.,operator(),0,0,--
CStockRevokeRtnFlow.,operator(),0,0,--
CStockRevokeRtnFlow,ResponseMsg,0,0,--
CStockRevokeRtnFlow,NewPushRecord,0,0,--
CStockRevokeRtnFlow,PushOrder,0,0,--
CStockRevokeRtnFlow,BuyCalcBusin,0,0,--
CStockRevokeRtnFlow,SaleCalcBusin,0,0,--
CStockRevokeRtnFlow,InsertRealDeal,0,2,0.0%
CStockRevokeRtnFlow,UpdateAssetday,0,0,--
CStockRevokeRtnFlow,UpdateHoldReal,0,0,--
CStockRevokeRtnFlow,UpdateEntrust,0,0,--
CStockRevokeRtnFlow,BuyUpdateRisk,0,0,--
CStockRevokeRtnFlow,SaleUpdateRisk,0,0,--
CStockRevokeRtnFlow,UpdateInstanceHold,0,0,--
CStockRevokeRtnFlow,WriteAsynRedo,0,0,--
CStockRevokeRtnFlow,WriteToDBRedo,0,2,0.0%
CStockRevokeRtnFlow.,operator(),0,0,--
CStockWdCfmRtnFlow,CStockWdCfmRtnFlow,0,0,--
CStockWdCfmRtnFlow,~CStockWdCfmRtnFlow,0,0,--
CStockWdCfmRtnFlow,DoProcess,0,8,0.0%
CStockWdCfmRtnFlow,Init,0,0,--
CStockWdCfmRtnFlow,CheckSystemStatus,0,0,--
CStockWdCfmRtnFlow,GetEntrust,0,12,0.0%
CStockWdCfmRtnFlow,SupEntrust,0,0,--
CStockWdCfmRtnFlow,CheckReturnValid,0,4,0.0%
CStockWdCfmRtnFlow,ToUnionRisk,0,0,--
CStockWdCfmRtnFlow,DistinguishBusin,0,4,0.0%
CStockWdCfmRtnFlow,GetBasicData,0,4,0.0%
CStockWdCfmRtnFlow,CalcBusinData,0,0,--
CStockWdCfmRtnFlow,UpdateBusinData,0,2,0.0%
CStockWdCfmRtnFlow,UpdateRiskData,0,2,0.0%
CStockWdCfmRtnFlow,BuyUpdateRisk,0,0,--
CStockWdCfmRtnFlow,SaleUpdateRisk,0,0,--
CStockWdCfmRtnFlow,PushMsg,0,0,--
CStockWdCfmRtnFlow,WriteRedo,0,18,0.0%
CStockWdCfmRtnFlow.,operator(),0,12,0.0%
CStockWdCfmRtnFlow.,operator(),0,0,--
CStockWdCfmRtnFlow.,operator(),0,0,--
CStockWdCfmRtnFlow,ResponseMsg,0,0,--
CStockWdCfmRtnFlow,WriteAsynRedo,0,0,--
CStockWdCfmRtnFlow,TradeBuyCalcBusin,0,2,0.0%
CStockWdCfmRtnFlow,TradeSaleCalcBusin,0,0,--
CStockWdCfmRtnFlow,UpdateAssetday,0,0,--
CStockWdCfmRtnFlow,UpdateHoldReal,0,0,--
CStockWdCfmRtnFlow,UpdateEntrust,0,2,0.0%
CStockWdCfmRtnFlow,InsertRealDeal,0,2,0.0%
CStockWdCfmRtnFlow,NewTradePushRecord,0,0,--
CStockWdCfmRtnFlow,PushTradeOrder,0,0,--
CStockWdCfmRtnFlow,UpdateInstanceHold,0,0,--
CStockWdCfmRtnFlow,WriteToDBRedo,0,2,0.0%
CStockWdCfmRtnFlow.,operator(),0,0,--
CStockWdRvkRtnFlow,CStockWdRvkRtnFlow,0,0,--
CStockWdRvkRtnFlow,~CStockWdRvkRtnFlow,0,0,--
CStockWdRvkRtnFlow,DoProcess,0,8,0.0%
CStockWdRvkRtnFlow,Init,0,4,0.0%
CStockWdRvkRtnFlow,CheckSystemStatus,0,0,--
CStockWdRvkRtnFlow,GetEntrust,0,12,0.0%
CStockWdRvkRtnFlow,SupEntrust,0,0,--
CStockWdRvkRtnFlow,CheckReturnValid,0,6,0.0%
CStockWdRvkRtnFlow,ToUnionRisk,0,2,0.0%
CStockWdRvkRtnFlow,DistinguishBusin,0,0,--
CStockWdRvkRtnFlow,GetBasicData,0,6,0.0%
CStockWdRvkRtnFlow,CalcBusinData,0,0,--
CStockWdRvkRtnFlow,UpdateBusinData,0,2,0.0%
CStockWdRvkRtnFlow,UpdateRiskData,0,0,--
CStockWdRvkRtnFlow,PushMsg,0,0,--
CStockWdRvkRtnFlow,WriteRedo,0,8,0.0%
CStockWdRvkRtnFlow.,operator(),0,6,0.0%
CStockWdRvkRtnFlow,ResponseMsg,0,0,--
CStockWdRvkRtnFlow,InsertRealDeal,0,2,0.0%
CStockWdRvkRtnFlow,NewPushRecord,0,0,--
CStockWdRvkRtnFlow,PushOrder,0,0,--
CStockWdRvkRtnFlow,WriteAsynRedo,0,0,--
CStockWdRvkRtnFlow,WriteToDBRedo,0,2,0.0%
CStockWdRvkRtnFlow.,operator(),0,0,--
#,StockOpt2StockRiskHandle,0,26,0.0%
#,StockOpt2StockRiskOrderUpdate,0,30,0.0%
#,StockOpt2StockRiskOrderUpdateByLayer,0,46,0.0%
#,RiskEntrustInsertRedo,0,0,--
#,TBUpdateOpr,1,2,50.0%
#,TBActionOpr,1,2,50.0%
#,TBDealOpr,0,2,0.0%
#,TBRevokeOpr,0,2,0.0%
CStockRiskUpdate,RiskOrderUpdate,1,2,50.0%
CStockRiskUpdate,RiskOrderUpdateByLayer,7,58,12.07%
CStockRiskUpdate,RiskActionUpdate,4,8,50.0%
CStockRiskUpdate,RiskActionUpdateByLayer,7,56,12.5%
CStockRiskUpdate,RiskDealUpdate,0,10,0.0%
CStockRiskUpdate,RiskDealUpdateByLayer,0,66,0.0%
CStockRiskUpdate,RiskRevokeUpdate,0,2,0.0%
CStockRiskUpdate,RiskRevokeUpdateByLayer,0,60,0.0%
CStockRiskUpdate,RiskContraUpdateByLayer,5,6,83.33%
#,RiskModStockHoldByLayer,0,48,0.0%
#,RiskModStockHold,0,10,0.0%
#,RiskModStockHoldInstance,0,0,--
#,RiskModStockHoldRedo,0,10,0.0%
#,AddEtfOrderCashInfo,0,0,--
CSerialGenerator,Lock,0,2,0.0%
CSerialGenerator,Unlock,0,0,--
CSerialGenerator,GetNextSerial,0,0,--
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
UstStock::,operator<<,0,2,0.0%
#,StructMemberFormatter,0,0,--
#,StructMemberFormatter,0,0,--
#,StructMemberFormatter,0,0,--
#,StructMemberFormatter,0,0,--
#,StructMemberFormatter,0,0,--
#,StructMemberFormatter,0,0,--
#,StructMemberFormatter,0,0,--
#,StructMemberFormatter,0,0,--
IInsKnown,~IInsKnown,0,0,--
#,GetStructRtti,0,0,--
#,GetStructRtti,0,0,--
#,GetStructRtti,0,0,--
#,GetStructRtti,0,0,--
CStructRttiImp,CStructRttiImp,0,0,--
CStructRttiImp,GetFieldCount,0,0,--
CStructRttiImp,GetName,0,0,--
CStructRttiImp,GetFieldMeta,0,0,--
CStructRttiImp,GetSize,0,0,--
CStructRttiImp,GetValue,0,10,0.0%
CStructRttiImp,GetFieldIndex,0,2,0.0%
CToRiskEvent,CToRiskEvent,0,0,--
CToRiskEvent,~CToRiskEvent,0,0,--
CToRiskEvent,Create,0,6,0.0%
CToRiskEvent,Wait,0,14,0.0%
CToRiskEvent,Wait,0,22,0.0%
CToRiskEvent,Set,0,10,0.0%
CToRiskEvent,Reset,0,4,0.0%
CToRiskEvent,Destroy,0,0,--
#,ReqQueryDimStockIDSet,0,8,0.0%
ReqQueryDimStockIDSet>>,operator(),0,8,0.0%
#,ReqQueryDimStockInfoSet,0,4,0.0%
#,DimStockUpdate,0,22,0.0%
#,ReqDimStockUpdate,0,8,0.0%
ReqDimStockUpdate>>,operator(),0,0,--
#,ReqDimStockUpdateRedo,0,6,0.0%
#,ruleConditionCheck,0,4,0.0%
#,ReqQueryRuleSet,0,22,0.0%
#,ReqQueryRuleParamSet,0,38,0.0%
#,NewOneRiskRule,0,10,0.0%
#,AddOneRuleFactor,0,2,0.0%
#,AddOneRuleParam,0,0,--
#,AddOneRiskRule,0,234,0.0%
#,DelRule,0,8,0.0%
#,DelOneRiskRule,0,4,0.0%
#,DoRuleSetUpdate,0,20,0.0%
#,DoRuleSetUpdateO32,0,16,0.0%
#,ReqRuleSetUpdate,0,2,0.0%
#,ReqRuleSetUpdateO32,0,2,0.0%
#,ReqRuleSetUpdateRedo,0,0,--
#,ReqRuleSetUpdateO32Redo,0,0,--
#,ReqRuleSetDeleteRedo,0,2,0.0%
#,ReqRuleSetDelete,0,6,0.0%
#,NewOneStockPool,0,0,--
#,DelOneStockPool,0,2,0.0%
#,IsSysStart,0,0,--
#,ReqRiskFileCopy,0,0,--
#,DoDelStockDimPool,0,8,0.0%
#,ReqDelStockDimPool,0,2,0.0%
#,ReqDelStockDimPoolRedo,0,0,--
#,DoAddStockDimPool,0,28,0.0%
#,ReqAddStockDimPool,0,4,0.0%
#,ReqAddStockDimPoolRedo,0,0,--
#,ReqModStockDimPool,0,6,0.0%
#,DoManageStockDimPoolDetail,0,38,0.0%
#,ReqAddStockDimPoolDetail,0,4,0.0%
#,ReqAddStockDimPoolDetailRedo,0,0,--
#,ReqDelStockDimPoolDetail,0,4,0.0%
#,ReqDelStockDimPoolDetailRedo,0,0,--
#,ReqUpdateRiskSerialNoRedo,2,2,100.0%
QueryWrapperBase,QueryWrapperBase,0,0,--
CQueryWrapper,CQueryWrapper<REQ,1,0,--
CQueryWrapper,Execute,0,0,--
CQueryWrapper,RspProcess,0,0,--
CQueryPaging,CQueryPaging<REQ,1,0,--
CQueryPaging,Execute,0,0,--
CQueryPaging,RspProcess,0,0,--
CSimpleQuery,CSimpleQuery<REQ,1,0,--
CSimpleQuery,GetRequest,0,0,--
CSimpleQuery,SetResponse,0,0,--
CMsgReaderHelper,CMsgReaderHelper<reqSize>,0,0,--
CMsgReaderHelper,readDataset,0,4,0.0%
CMsgReadSetHelper,CMsgReadSetHelper<reqSize>,0,0,--
CMsgReadSetHelper,readDataset,0,2,0.0%
CMsgReadSetHelper,readDataset,0,4,0.0%
MsgAutoRsp,MsgAutoRsp<RSP>,0,0,--
MsgAutoRsp,Execute,0,0,--
MsgAutoRsp,RspProcess,0,0,--
MsgAutoRsp,GetRspBuff,0,0,--
MsgAutoRsp,SendRsp,0,2,0.0%
MsgAutoRspWithSort,MsgAutoRspWithSort<RSP>,0,0,--
MsgAutoRspWithSort,Execute,0,0,--
MsgAutoRspWithSort,RspProcess,0,0,--
MsgAutoRspWithSort,WriteRsp,0,0,--
#,RiskRedoWrite,0,0,--
#,RiskRedoWrite4MultiDataObj,0,0,--
CMessageMgr,CMessageMgr<REQ,1,0,--
CMessageMgr,~CMessageMgr<REQ,1,0,--
CMessageMgr,ParseRequestMsg,0,2,0.0%
CMessageMgr,ParseReq,0,0,--
CMessageMgr,GetRspMsgBuff,0,0,--
CMessageMgr,SendRspMsg,0,2,0.0%
CRuleProcessor_I,CRuleProcessor_I,0,0,--
CRuleProcessor_I,BusinessRelativeCheck,1,2,50.0%
CRuleProcessor_I,BusinessFactorRelativeCheck,0,2,0.0%
CFactorProcessor_7,CFactorProcessor_7,0,0,--
CFactorProcessor_7,CalcFactorValue,1,2,50.0%
CFactorProcessor_7,ParamRelativeCheck,10,16,62.5%
CFactorProcessor_7,OperationCheck,7,12,58.33%
CFactorProcessor_7,WhitelistControl,1,8,12.5%
CFactorProcessor_7,PreCalc,0,0,--
#,GetAMUSTStockApiVersion,0,0,--
#,NewStockApi,0,0,--
CStockHoldCostSum,RiskModStockHold,0,4,0.0%
CStockHoldCostSum,RiskUpdateOrder,4,6,66.67%
CStockHoldCostSum,RiskDataInit,0,0,--
CTradebalance,RiskUpdateOrder,0,4,0.0%
CTradebalance,RiskUpdateDeal,0,6,0.0%
CTradebalance,RiskUpdateCancel,0,4,0.0%
CTradebalance,RiskUpdateRevoke,0,4,0.0%
CRuleStockHold,RiskDataInit,0,0,--
CRuleStockHold,RiskUpdateModifyHold,0,4,0.0%
CRuleStockHold,RiskUpdateDealVirtualGroup,0,8,0.0%
CRuleStockHold,RiskUpdateDealVirtualGroup,0,12,0.0%
CRuleStockHold,RiskUpdateDeal,0,12,0.0%
CRuleStockHold,RiskUpdateDeal,0,12,0.0%
CRuleStockHold,SellHoldCostCal,0,0,--
CRuleStockHold,HoldCostPriceCal,2,2,100.0%
CRuleStockHold,BuyHoldCostCal,0,0,--
CRuleStockHold,RiskUpdateRevokeVirtualGroup,0,8,0.0%
CRuleStockHold,RiskUpdateRevokeVirtualGroup,0,8,0.0%
CRuleStockHold,RiskUpdateRevoke,0,8,0.0%
CRuleStockHold,RiskUpdateRevoke,0,8,0.0%
CRuleStockHold,RiskUpdateActionVirtualGroup,0,8,0.0%
CRuleStockHold,RiskUpdateActionVirtualGroup,0,8,0.0%
CRuleStockHold,RiskUpdateAction,7,12,58.33%
CRuleStockHold,RiskUpdateAction,0,8,0.0%
CRuleStockHold,RiskModStockHoldVirtualGroup,0,4,0.0%
CRuleStockHold,RiskModStockHold,0,4,0.0%
CRuleStockHold,RiskUpdateOrderVirtualGroup,0,8,0.0%
CRuleStockHold,RiskUpdateOrderVirtualGroup,0,8,0.0%
CRuleStockHold,RiskUpdateOrder,5,8,62.5%
CRuleStockHold,RiskUpdateOrder,0,8,0.0%
UstStock::CHSAMUSTTraderSpi,OnFrontConnected,0,0,--
UstStock::CHSAMUSTTraderSpi,OnFrontDisconnected,0,0,--
UstStock::CHSAMUSTTraderSpi,OnFrontReconnected,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspOperLogin,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspOperLogout,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspSubscribeTradeMsg,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspOrderInsert,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspOrderAction,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspETFOrderInsert,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspQryPosition,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspQryTradingAccount,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspQryOrder,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspQryTrade,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspNewInstance,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspQryInstancePosition,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspUpdateInstancePosition,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspModHoldReal,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRspModFundReal,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRtnOrder,0,0,--
UstStock::CHSAMUSTTraderSpi,OnRtnTrade,0,0,--
AMUST::span,span<T>,0,0,--
AMUST::span,span<T>,0,0,--
AMUST::span,operator=,0,0,--
AMUST::span,span<T>,0,0,--
AMUST::span,span<T>,0,0,--
AMUST::span,empty,0,0,--
AMUST::span,data,0,0,--
AMUST::span,size,0,0,--
AMUST::span,begin,0,0,--
AMUST::span,cbegin,0,0,--
AMUST::span,end,0,0,--
AMUST::span,cend,0,0,--
AMUST::,begin,0,0,--
AMUST::,begin,0,0,--
AMUST::,end,0,0,--
AMUST::,end,0,0,--
AMUST::multi_span,multi_span<T>,0,0,--
AMUST::multi_span,multi_span<T>,0,0,--
AMUST::multi_span,operator=,0,0,--
AMUST::multi_span,multi_span<T>,0,0,--
AMUST::multi_span,empty,0,0,--
AMUST::multi_span,data,0,0,--
AMUST::multi_span,operator[],0,0,--
AMUST::multi_span,size,0,0,--
AMUST::multi_span,begin,0,0,--
AMUST::multi_span,cbegin,0,0,--
AMUST::multi_span,end,0,0,--
AMUST::multi_span,cend,0,0,--
AMUST::multi_span,push_back,0,0,--
AMUST::,begin,0,0,--
AMUST::,begin,0,0,--
AMUST::,end,0,0,--
AMUST::,end,0,0,--
UstStock::CApiImp,CApiImp,0,0,--
UstStock::CApiImp,~CApiImp,0,2,0.0%
UstStock::CApiImp,InsQueryInterface,0,0,--
UstStock::CApiImp,InsAddRef,0,0,--
UstStock::CApiImp,InsRelease,0,0,--
UstStock::CApiImp,Init,0,0,--
